DateofSale,Address,PostalCode,County,Price,NotFullMarketPrice,VATExclusive,DescriptionofProperty,PropertySizeDescription,lat,lng,address_types,formatted_address,transformed_address,YearMonth
2011-01-06,"18 St Mary's Road, Midleton, County Cork",,3,70000.0,0,0,1,,51.9091252,-8.168740099999999,64,"18 St Mary's Rd, Castleredmond, Midleton, Co. Cork, P25 AX05, Ireland",6704,201101
2011-08-19,"24 Ovoca Road, Portobello",Dublin 8,5,402000.0,0,0,1,,53.3336286,-6.2722176,64,"24 Ovoca Rd, Portobello, Dublin, D08 T2H1, Ireland",5471,201108
2019-09-13,"31 Dunville Avenue, Athlumney, Navan",,16,215859.0,0,1,0,,53.64679049999999,-6.6505424,64,"31 Dunville Ave, Bailis, Co. Meath, Ireland",3272,201909
2021-10-22,"21 RIVERWOOD HEATH, CARPENTERSTOWN, CASTLEKNOCK DUBLIN 15",Dublin 15,5,505000.0,0,0,1,,53.3743485,-6.401160700000001,64,"21 Riverwood Heath, Carpenterstown, Dublin, D15 V4K6, Ireland",6116,202110
2019-08-04,"CAMAS, MONAGEA, NEWCASTLE WEST",,12,100000.0,0,0,1,,52.41524,-9.09034,57,"Glebe, Monagea, Co. Limerick, Ireland",750,201908
2014-09-23,"1 DOIRE DRAIGHNEAC PARK, ROCHEFORTBRIDGE, WESTMEATH",,23,65000.0,0,0,1,,53.4146417,-7.2996835,57,"Castlelost, Rochfortbridge, Co. Westmeath, Ireland",834,201409
2017-12-10,"26 MOREHAMPTON TERRACE, DONNYBROOK, DUBLIN 4",Dublin 4,5,1109000.0,0,0,1,,53.3246002,-6.243400299999999,64,"26 Morehampton Terrace, Ranelagh, Dublin 4, D04 X6R5, Ireland",5127,201712
2018-05-22,"28 RIALTO ST, SOUTH CIRCULAR ROAD, DUBLIN 8",Dublin 8,5,297500.0,0,0,1,,53.3362736,-6.296810799999999,64,"28 Rialto St, Rialto, Dublin, D08 DX5P, Ireland",6048,201805
2020-03-27,"47   47A   47B, DUNREE PARK  COOLOCK",Dublin 5,5,929234.0,0,0,1,,53.3898792,-6.196656399999999,65,"47, 47A Dunree Park, Donaghmede, Dublin 5, D05 X0E2, Ireland",134,202003
2016-04-27,"BEAUFORT VILLAGE, KILLARNEY, KERRY",,7,19745.0,1,0,1,,52.05993530000001,-9.5044265,57,"Killarney, Co. Kerry, Ireland",405,201604
2012-01-11,"28 THE BELFRY, STEPASIDE, DUBLIN 18",Dublin 18,5,132000.0,1,0,1,,53.2608182,-6.2246101,62,"Apartment 87, The Belfry, Belarmine Ave, Belarmine, Dublin 18, Ireland",1167,201201
2021-08-24,"10 OAKVIEW, TURLOUGH RD, CASTLEBAR",,15,215000.0,0,0,1,,53.86232769999999,-9.2873485,64,"10 Turlough Rd, Oakview, Knockthomas, Castlebar, Co. Mayo, F23 NW53, Ireland",7306,202108
2020-07-29,"47 Rose Drive, Rath Ullord, Bonnettsrath Road",,9,302750.0,0,1,0,,52.67097,-7.23557,57,"Neworchard, Rath Úllord, Co. Kilkenny, Ireland",822,202007
2019-12-19,"2 THE AVENUE, ABBEYLANDS, CLANE",,8,193000.0,0,0,1,,53.2905284,-6.6813633,62,"The Avenue, Abbeylands, Abbeyland, Clane, Co. Kildare, Ireland",1514,201912
2016-10-28,"1 CENTRAL TERRACE, ATHLONE, WESTMEATH",,23,50000.0,0,0,1,,53.42567829999999,-7.940552,62,"Central Terrace, Northgate St, Athlone, Co. Westmeath, Ireland",6917,201610
2016-04-02,"GROUND FLOOR FLAT, 1 TOWN HALL ROAD, CLAREMORRIS",,15,30000.0,0,0,1,,53.719863,-8.996994,62,"Flat 1, Town Hall Rd, Clare, Claremorris, Co. Mayo, Ireland",997,201604
2016-03-02,"APT.2, 30 EAST ESSEX STREET, TEMPLE BAR",,5,240000.0,0,0,1,,53.3453262,-6.265165499999999,65,"Apartment 2, 30 Essex St E, Temple Bar, Dublin, D02 H276, Ireland",1036,201603
2021-05-11,"53 ABHAINN NA RI, ORANMORE, GALWAY",,6,184500.0,0,0,1,,53.2678001,-8.9254987,64,"53 Abhainn Na Rí, Oran More, Oranmore, Co. Galway, H91 FN3X, Ireland",1211,202105
2017-06-16,"80 CORR CASTLE, SUTTON, DUBLIN 13",,5,292000.0,0,0,1,,53.38991619999999,-6.094074,44,"11 Offington Ave, Quarry, Dublin 13, Ireland",5404,201706
2014-09-23,"Apartment S, Coliemore Apartments, Dalkey",,5,1085000.0,0,0,1,,53.2758355,-6.095236,63,"Coliemore Rd, Dalkey, Dublin, Ireland",5910,201409
2011-07-22,"Ballygibbagh, Carrickboy",,13,70000.0,0,0,1,,53.6247751,-7.7072972,58,"Ballygibbagh, Ballintober, Co. Longford, Ireland",242,201107
2012-11-13,"44 FARMHILL ROAD, GOATSTOWN",,5,555000.0,0,0,1,,53.2968789,-6.2353573,64,"44 Farmhill Rd, Friarland, Dublin 14, D14 ND98, Ireland",3481,201211
2016-07-10,"8 Dalriada Walk, Knocklyon",Dublin 16,5,321586.0,0,1,0,greater than or equal to 38 sq metres and less than 125 sq metres,53.27149619999999,-6.3263057,64,"8 Dalriada Walk, Ballycullen, Dublin, D16 NH24, Ireland",3073,201607
2015-12-21,"31 ARD RIADHA, GLEISHALL, CO OFFALLY",,18,170000.0,0,0,1,,53.2382457,-7.320217,64,"31 Árd Rídha, Geashill, Co. Offaly, R35 HD62, Ireland",7781,201512
2014-10-12,"Amberwell, Ballycarney, Green Road",,0,230000.0,0,0,1,,52.8059123,-6.9394973,62,"Amberwell, Ballycarney, Co. Carlow, Ireland",250,201410
2018-12-04,"21 CARMANHALL COURT, SANDYFORD, DUBLIN 18",Dublin 18,5,382000.0,0,0,1,,53.276419,-6.2089598,62,"18 Carmanhall Rd, Sandyford Business Park, Sandyford, Dublin, Ireland",2156,201812
2016-12-02,"1 VICAR ST, TUAM, GALWAY",,6,82000.0,0,0,1,,53.5126455,-8.853194799999999,62,"White Star Flats, 1 Vicar St, Corralea West, Tuam, Co. Galway, H54 W243, Ireland",6748,201612
2012-12-13,"18 Cherry Drive, Delgany Wood, Delgany",,25,346000.0,0,0,1,,53.1369062,-6.0831074,64,"18 Cherry Dr, Delgany Wood, Delgany, Co. Wicklow, A63 W279, Ireland",2387,201212
2018-03-12,"48 EDWARD WALSH RD, TOGHER, CORK",,3,210000.0,0,0,1,,51.8811381,-8.4874112,64,"48 Edward Walsh Rd, Togher, Cork, T12 H36K, Ireland",3348,201803
2015-10-09,"DRANAGH LANE, BOOLAVOGUE, FERNS",,24,150000.0,0,0,1,,52.822473642491516,-7.744852870130693,0,,0,201510
2014-07-04,"KNOCKBRACK, CLONLARA, CLARE",,2,139000.0,0,0,1,,52.72471179999999,-8.5546236,57,"Cloonlara, Co. Clare, Ireland",399,201407
2014-12-18,"17 An Tra Geal, Garryvoe",,3,110131.0,0,1,0,greater than or equal to 38 sq metres and less than 125 sq metres,51.8617427,-7.999136200000001,62,"An Trá Geal, Garryvoe, Garryvoe Lower, Ladysbridge, Co. Cork, Ireland",7293,201412
2021-06-24,"6 BEECHWOOD, RIVERVIEW, CASTLECOMER ROAD",,9,643172.0,0,1,0,,52.6682839,-7.2527571,63,"Castlecomer Rd, Co. Kilkenny, Ireland",5894,202106
2012-01-17,"63 Marlborough Court, Marlborough Street",,5,92500.0,0,0,1,,42.352276,-71.0808655,63,"Marlborough St, Boston, MA, USA",6549,201201
2017-01-26,"22 FRANKFORT PARK, DUNDRUM, DUBLIN 14",Dublin 14,5,1040000.0,0,0,1,,53.2963319,-6.2484267,64,"22 Frankfort Park, Churchtown Lower, Dublin 14, D14 H6C5, Ireland",3588,201701
2021-02-25,"APT 10, THE STEEPLES, MULGRAVE ST",,12,107500.0,0,0,1,,29.7439197,-95.58673139999999,44,"2151 S Kirkwood Rd, Houston, TX 77077, USA",6291,202102
2012-02-17,"26 Seamount Abbey, Malahide",,5,380000.0,0,1,0,greater than or equal to 38 sq metres and less than 125 sq metres,53.4430835,-6.150341399999999,64,"26 Seamount Abbey, Malahide, Co. Dublin, K36 FC79, Ireland",6355,201202
2017-04-13,"8 CONNOLLY ROW, DUNGARVAN, CO WATERFORD",,22,120000.0,0,0,1,,52.0885375,-7.6244954,62,"Connolly Row, Mitchell St, Dungarvan, Co. Waterford, Ireland",6250,201704
2012-02-14,"29 Coolamber Court, Knocklyon, Dublin 16",,5,350000.0,0,0,1,,53.2898131,-6.3104152,64,"29 Coolamber Ct, Ballyroan, Dublin 16, D16 W240, Ireland",2783,201202
2018-12-10,"8 CLOCH CHORA, COROFIN, CO GALWAY",,6,248017.62,0,1,0,greater than or equal to 125 sq metres,53.437565,-8.8602715,57,"Corrofin, Co. Galway, Ireland",404,201812
2014-03-27,"5 HAYDENS PARK WAY, LUCAN, DUBLIN",,5,171000.0,0,0,1,,53.3372646,-6.4425358,64,"5 Haydens Park Way, Esker South, Lucan, Co. Dublin, K78 PC80, Ireland",4000,201403
2019-02-15,"21 CHURCH VIEW, PORTARLINGTON, OFFALY",,18,210000.0,0,0,1,,53.159282,-7.201811299999998,64,"21 Church View, Kilmalogue, Portarlington, Co. Offaly, R32 PK63, Ireland",2432,201902
2013-10-09,"26 Dun na Mara, Renmore, Galway",,6,168000.0,0,0,1,,53.2738132,-9.0263599,64,"26 Dun Na Mara, Renmore, Galway, Co. Galway, H91 PYP5, Ireland",3255,201310
2018-04-19,"7 RAVENSWOOD RD, CASTAHENY, DUBLIN 15",Dublin 15,5,335000.0,0,0,1,,53.39530269999999,-6.429127,64,"7 Ravenswood Rd, Clonsilla, Dublin, D15 X4W5, Ireland",5841,201804
2015-01-30,"14 SPA TCE, MALLOW, CORK",,3,25490.28,0,0,1,,52.14517739999999,-8.6455541,64,"14 Spa Walk, Mallow, Co. Cork, Ireland",6505,201501
2015-07-31,"19 Crandillon Place, Virginia, Co. Cavan",,1,95000.0,0,0,1,,53.8344096,-7.0813222,57,"Rahardrum, Virginia, Co. Cavan, Ireland",964,201507
2015-01-29,"18 HOME FARM RD, DRUMCONDRA, DUBLIN 9",Dublin 9,5,585000.0,0,0,1,,53.3736693,-6.253929100000001,64,"18 Home Farm Rd, Drumcondra, Dublin 9, D09 K5N0, Ireland",4152,201501
2019-08-08,"78 LESLIES ARCH, OLD QUARTER, BALLINCOLLIG",,3,370000.0,0,0,1,,51.8910977,-8.595318299999999,64,"78 Leslie's Arch, Ballincollig, Co. Cork, P31 N603, Ireland",4568,201908
2015-09-09,"47 PAIRC NA RI, BALLYDAVID SOUTH, ATHENRY",,6,161000.0,0,0,1,,53.30817200000001,-8.7495347,64,"47 Páirc Na Rí, Caherroyn, Athenry, Co. Galway, H65 HN59, Ireland",5729,201509
2014-07-24,"Kaduna, 28 Ardmahon Estate, Well Road",,3,37500.0,1,0,1,,51.885549,-8.437468299999999,62,"Kaduna, Ardmahon Estate, Well Rd, Ballinlough, Cork, Ireland",211,201407
2017-01-06,"APT 65, LOCK MILLS, CORBALLY",,12,105000.0,0,0,1,,52.6675648,-8.6164889,62,"Lock Mills, Grove Island, Limerick, Ireland",5066,201701
2010-12-17,"162 Caislean na hAbhainn, Castletroy",,12,230000.0,0,1,0,less than 38 sq metres,52.65786,-8.5716991,64,"162 Caisleán Na hAbhann, Kilbane, Castletroy, Co. Limerick, V94 PX8P, Ireland",2108,201012
2018-05-29,"B37 CITYGATE, SLIGO, SLIGO",,20,70000.0,0,0,1,,54.2675576,-8.4721212,62,"City Gate, Connolly St, Abbeyquarter South, Sligo, Ireland",3647,201805
2015-08-06,"7 ST. PATRICKS TCE, EAST END, BUNDORAN",,4,30000.0,0,0,1,,54.4791416,-8.2779341,57,"Drumacrin, Bundoran, Co. Donegal, Ireland",323,201508
2015-04-16,"KNOCKENODE, THE MEETINGS, RATHDRUM",,25,170200.0,0,0,1,,52.822473642491516,-7.744852870130693,0,,0,201504
2014-08-29,"24 KILBRACK LAWN, SKEHARD RD, BLACKROCK",,3,257000.0,0,0,1,,51.8874731,-8.419812799999999,64,"24 Skehard Rd, Kilbrack Lawn, Mahon, Cork, T12 V6KN, Ireland",6448,201408
2013-11-04,"Ballyvorane North, Novohal",,3,300000.0,0,0,1,,51.722292,-8.4012437,57,"Nohoval, Co. Cork, Ireland",400,201311
2019-01-29,"85 Barnwell Woods, Barnwell Woods, Hansfield",Dublin 15,5,142304.0,0,1,0,greater than or equal to 38 sq metres and less than 125 sq metres,53.3906692,-6.4384942,64,"85 Barnwell Woods, Barberstown, Dublin 15, Ireland",1607,201901
2021-08-02,"8 ROSSA AVENUE, MULGRAVE STREET, LIMERICK",,12,148000.0,0,0,1,,52.6601142,-8.616658,64,"8 Rossa Ave, Limerick, Ireland",6228,202108
2021-11-17,"38 ST PETERS CRESCENT, WALKINSTOWN, DUBLIN 12",Dublin 12,5,445000.0,0,0,1,,53.3128154,-6.3259338,64,"12 St Peter's Cres, Walkinstown, Dublin, D12 C9R6, Ireland",6730,202111
2020-07-22,"20 HILLSIDE GARDENS, SKERRIES, DUBLIN",,5,325000.0,0,0,1,,53.5706268,-6.115275,64,"20 Hillside Gardens, Townparks, Skerries, Co. Dublin, K34 XH48, Ireland",4108,202007
2018-12-20,"CASTLEROBERTS, ADARE, CO LIMERICK",,12,410000.0,0,0,1,,52.5630284,-8.790623799999999,62,"Castleroberts, Adare Village Cottages, Blackabbey, Adare, Co. Limerick, Ireland",195,201812
2020-10-29,"LISLEE, 3 ST MARYS VILLAS, POULADUFF RD",,3,300000.0,0,0,1,,51.8875633,-8.4825355,62,"Saint Mary's Villas, Pouladuff Road, The Lough, Cork, Ireland",4921,202010
2014-07-15,"6 Cul Doire, Letterkenny",,4,70900.0,0,0,1,,54.956499,-7.721051499999999,64,"6 Culdoire, Gortlee, Letterkenny, Co. Donegal, F92 WN0N, Ireland",3030,201407
2015-04-09,"GREAGHRAHAN, BALLYCONNELL, CO CAVAN",,1,40000.0,0,0,1,,54.0876222,-7.549200799999999,58,"Greaghrahan, Co. Cavan, Ireland",398,201504
2014-02-20,"11 CORBALLY AVE, WESTBROOK LAWNS, TALLAGHT DUBLIN 24",,5,175000.0,0,0,1,,53.2849263,-6.3713058,61,"Oldbawn, Dublin 24, Ireland",514,201402
2018-11-10,"3 LITTLEWOOD, BELARMINE, DUBLIN",Dublin 18,5,330000.0,0,0,1,,53.2584854,-6.221265,62,"Littlewood, Belarmine Ave, Belarmine, Dublin 18, Ireland",285,201811
2018-08-16,"11 PARKVIEW, BALLYJAMESDUFF, CAVAN",,1,150000.0,0,0,1,,53.8638736,-7.206456199999999,57,"Cornahilt, Ballyjamesduff, Co. Cavan, Ireland",260,201808
2015-07-23,"APARTMENT, CLONOULTY INN, CLONOULTY",,21,38334.0,0,0,1,,52.6042748,-7.9585478,57,"Clonoulty Churchquarter, Clonoulty, Co. Tipperary, Ireland",2446,201507
2017-09-14,"27 CRUAGH AVE, STEPASIDE, DUBLIN 18",Dublin 18,5,443000.0,0,0,1,,53.2521567,-6.2062803,64,"27 Cruagh Ave, Cruagh Manor, Dublin, D18 AH39, Ireland",2999,201709
2021-12-07,"36 Radharc na Siuire, Knockboy, Grantstown",,22,185022.0,0,1,0,,52.2350084,-7.0644103,64,"36 Radharc Na Siúire, Co. Contae Phort Láirge, Ireland",5770,202112
2010-12-21,"81, Palmerston Road, Rathmines",Dublin 6,5,900000.0,0,0,1,,53.3197748,-6.2591519,64,"81 Palmerston Rd, Rathmines, Dublin 6, D06 A6N3, Ireland",5490,201012
2014-03-21,"40 HILCREST RD, LUCAN, CO DUBLIN",,5,360000.0,0,0,1,,53.3504827,-6.4524064,64,"40 Hillcrest Rd, Lucan, Co. Dublin, K78 R9D9, Ireland",4101,201403
2020-03-12,"LACKENDARRA HOUSE, KINSALEBEG, YOUGHAL",,3,425000.0,0,0,1,,51.98832230000001,-7.7992658,58,"Lackendarra, Co. Waterford, Ireland",421,202003
2016-07-15,"25 Ryebridge Green, The Ryebridge, Kilcock",,8,235682.81,0,1,0,greater than or equal to 38 sq metres and less than 125 sq metres,53.405959,-6.6753578,64,"25 Ryebridge Green, Commons East, Co. Kildare, Ireland",6272,201607
2014-01-30,"7 CARRICKHILL WALK, PORTMARNOCK, DUBLIN",,5,475000.0,0,0,1,,53.4331662,-6.1287832,62,"7 Carrickhill Walk, Carrickhill, Portmarnock, Co. Dublin, D13 TW83, Ireland",2183,201401
2013-12-20,"1 GURTEEN AVE, BALLYFERMOT, DUBLIN 10",,5,75000.0,0,0,1,,53.3441805,-6.3616173,64,"1 Gurteen Ave, Drumfinn, Dublin 10, D10 CR26, Ireland",3921,201312
2013-08-13,"merville, tobergregan, garristown",,5,240000.0,0,0,1,,53.5503625,-6.390363,58,"Tobergregan, Co. Dublin, Ireland",403,201308
2019-04-15,"13 PRIMROSE COURT, FOREST HILL, CARRIGALINE",,3,300000.0,0,0,1,,51.817905,-8.3914957,57,"Carrigaline, Co. Cork, Ireland",400,201904
2015-10-21,"5A Brown Street, Carlow Town, Carlow",,0,35000.0,1,0,1,,52.8375168,-6.930573799999999,64,"5A Brown St, Graigue, Carlow, R93 W250, Ireland",2028,201510
2017-10-23,"17 BEAU PARK ST, CLONGRIFFIN, DUBLIN 13",Dublin 13,5,279500.0,0,0,1,,53.4019766,-6.151980399999999,64,"17 Beau Park St, Clongriffin, Dublin, D13 NN50, Ireland",1662,201710
2020-12-11,"66 67 APT 1, SOUTH GREAT GEORGES ST, DUBLIN 2",Dublin 2,5,390000.0,0,0,1,,53.3440528,-6.2642937,65,"1, 2 South Great George's Street, Dublin, Ireland",99,202012
2018-10-23,"12 OCONNOR VILLE, TOWER ST, CORK",,3,80000.0,0,0,1,,51.8913866,-8.4733591,64,"12 Tower St, O'Connor Ville, Ballyphehane, Cork, T12 DC5K, Ireland",7268,201810
2017-09-26,"APT 2 SON AMAR, TOGHER ROAD, TOGHER",,3,80000.0,0,0,1,,51.8770222,-8.4942876,62,"3, Sonamar, Togher Rd, Togher, Cork, Ireland",872,201709
2020-10-01,"2 TUR CHLUANA, CLOYNE, CORK",,3,285000.0,0,0,1,,51.86076749999999,-8.1266491,64,"2 Túr Chluana, Commons West, Cloyne, Co. Cork, P25 VC03, Ireland",7325,202010
2016-02-12,"4 ST BARNABAS GARDENS, EAST WALL, DUBLIN 3",Dublin 3,5,375000.0,0,0,1,,53.3552225,-6.2380689,64,"3 St Barnabas Gardens, East Wall, Dublin, D03 F704, Ireland",6620,201602
2015-04-11,"DOCTORS RD MANGER, STRATFORD, CO WICKLOW",,25,165000.0,0,0,1,,52.9884469,-6.673717099999999,57,"Ballynatone, Stratford, Co. Wicklow, Ireland",887,201504
2021-09-03,"43 THE MANOR, CLONDULANE, FERMOY",,3,174000.0,0,0,1,,52.1372719,-8.281225599999999,57,"Fermoy, Co. Cork, Ireland",400,202109
2021-07-30,"32 THE BAILY, CUSTOM HOUSE HARBOUR, I F S C DUBLIN 1",Dublin 1,5,265000.0,0,0,1,,53.35123720000001,-6.2482807,44,"3 Harbourmaster Pl, Dublin Docklands, Dublin, Ireland",3975,202107
2020-10-28,"76 ASSUMPTION RD, ATHLONE, WESTMEATH",,23,150000.0,0,0,1,,53.4301751,-7.9401502,64,"76 Assumption Rd, Athlone, Co. Westmeath, N37 FY89, Ireland",1473,202010
2021-02-15,"APT 1 51 ST. BRENDANS AVENUE, WOODQUAY, GALWAY CITY",,6,175000.0,0,0,1,,53.2757475,-9.0519842,65,"Apartment 1, 51 St Brendan's Ave, Galway, H91 XW80, Ireland",987,202102
2019-10-25,"132 Barley Field, Wicklow Hills, Newtownmountkennedy",,25,233480.0,0,1,0,,53.0886778,-6.116511399999999,44,"152 Barleyfield, Wicklow hills, Moneycarroll, Co. Wicklow, Ireland",1597,201910
2010-12-15,"89 Iveagh Gardens, Crumlin, Dublin 12",,5,330000.0,0,0,1,,53.3287384,-6.3109826,64,"Saint Paschals, 89 Iveagh Gardens, Crumlin, Dublin 12, D12 YX77, Ireland",5583,201012
2020-09-07,"4 PRIMROSE LANE, LUCAN, DUBLIN",,5,500000.0,0,0,1,,53.3555866,-6.451649199999999,64,"Saint Helenes, 4 Primrose Ln, Lucan, Co. Dublin, K78 N5H6, Ireland",4037,202009
2015-01-27,"WEST END, MAIN ST, BANTEER",,3,102915.0,0,0,1,,52.12946059999999,-8.8935092,57,"Banteer, Co. Cork, Ireland",400,201501
2016-02-16,"23 The Green, Clonattin, Gorey",,24,80869.0,0,1,0,greater than or equal to 38 sq metres and less than 125 sq metres,52.6811986,-6.272074,63,"Clonattin Rd, Co. Wexford, Ireland",5906,201602
2021-12-01,"1 BEECHWOOD PARK, GRANARD, LONGFORD",,13,130000.0,1,0,1,,53.7785617,-7.506243199999999,64,"1 Beechwood Park, Churchquarter, Granard, Co. Longford, N39 D5W8, Ireland",1725,202112
2020-06-26,"182 SOUTH CIRCULAR ROAD, DUBLIN 8",,5,630000.0,0,0,1,,53.3315713,-6.279402,64,"182 S Circular Rd, Saint Catherine's, Dublin, D08 X0W2, Ireland",6286,202006
2018-11-15,"29 Northwood Green, Santry, Dublin 9",Dublin 9,5,337004.0,0,1,0,greater than or equal to 38 sq metres and less than 125 sq metres,53.4025334,-6.2643717,64,"29 Northwood Green, Santry Demesne, Dublin 9, D09 NDC0, Ireland",5322,201811
2016-10-10,"APT 1 & Apt (28), 28 CHURCH ST, LISTOWEL",,7,40000.0,0,0,1,,52.822473642491516,-7.744852870130693,0,,0,201610
2016-12-21,"CASTLEHILL BUNGALOW 1, BALLINESKER, ENNISCORTHY",,24,45000.0,0,0,1,,52.4000655,-6.3616239,64,"1 Castlehill Bungalows, Ballinesker, Curracloe, Co. Wexford, Y21 FX27, Ireland",2284,201612
2014-08-22,"21 Mount Drinan Crescent, Kinsealy Downs, Swords",,5,212000.0,0,0,1,,53.4451489,-6.1988249,64,"21 Mount Drinan Cres, Drinan, Swords, Co. Dublin, K67 AY10, Ireland",5151,201408
2012-11-27,"88 Rosemount, Clongour, Thurles",,21,80000.0,0,0,1,,52.6667165,-7.8129438,64,"88 Rosemount, Clongower, Thurles, Co. Tipperary, E41 K8X7, Ireland",6211,201211
2021-08-02,"71 DEWBERRY, MOUNT OVAL VILLAGE, ROCHESTOWN",,3,695000.0,0,0,1,,51.87060839999999,-8.4034957,64,"71 Dewberry, Mount Oval Village, Cork, T12 CC4E, Ireland",3137,202108
2021-11-10,"236 KEEPER RD, DRIMNAGH, DUBLIN 12",Dublin 12,5,300000.0,0,0,1,,53.330431,-6.2993323,64,"236 Keeper Rd, Drimnagh, Dublin, D12 Y272, Ireland",4335,202111
2018-04-24,"142 BELGROVE PARK, CLONTARF, DUBLIN 3",,5,407000.0,0,0,1,,53.3683355,-6.191059699999999,62,"Belgrove Park, Mount Prospect Lawns, Clontarf, Dublin 3, Ireland",5517,201804
2016-08-11,"14 The Crescent, Pipers Hill, Kilashee",,8,339207.0,0,1,0,greater than or equal to 125 sq metres,53.1948726,-6.670497699999999,47,"Killashee, Piper's Hill Campus, Naas, Co. Kildare, Ireland",804,201608
2016-10-06,"KYLECROSS, BALLYDUFF, BORRIS IN OSSORY",,10,150000.0,0,0,1,,52.96307119999999,-7.6483999,62,"Ballyduff House, Ballyduff, Borris-in-Ossory, Co. Laois, Ireland",4164,201610
2015-05-02,"116 BOOT RD, CLONDALKIN, DUBLIN 22",Dublin 22,5,180000.0,0,0,1,,53.3134315,-6.3957259,64,"116 Boot Rd, Brideswell Commons, Dublin 22, D22 C8K1, Ireland",1895,201505
2017-10-11,"EDELEHR, GLENCULLEN RD, KILTERNAN DUBLIN 18",Dublin 18,5,1300000.0,0,0,1,,53.2338494,-6.199246,62,"Edelehr, Ballybetagh Rd, Kiltiernan, Kilternan, Co. Dublin, Ireland",246,201710
2017-12-04,"41 FORTESCUE LANE, MOUNTPLEASANT AVE LOWER, DUBLIN 6",Dublin 6,5,692000.0,0,0,1,,53.3285444,-6.262568799999999,64,"41 Mountpleasant Ave Lower, Fortescue Ln, Ranelagh, Dublin 6, D06 EP63, Ireland",5180,201712
2014-03-28,"5 MARETIMO TCE, BLACKROCK, DUBLIN",,5,577000.0,0,0,1,,53.2995617,-6.173481300000001,64,"5 Maretimo Pl, Blackrock, Dublin, A94 C7K5, Ireland",4869,201403
2014-12-12,"79 CLUAIN RI, ASHBOURNE, MEATH",,16,197000.0,0,0,1,,53.5142161,-6.4059541,64,"79 Cluain Rí, Killegland, Ashbourne, Co. Meath, A84 HK49, Ireland",2618,201412
2017-09-13,"4 GRANGE VIEW GREEN, CLONDALKIN, DUBLIN 22",Dublin 22,5,248000.0,0,0,1,,53.32623700000001,-6.4309701,64,"4 Grange View Green, Kilmahuddrick, Dublin 22, D22 YD91, Ireland",3828,201709
2016-03-21,"23 THE LIGHTHOUSE, THE CRESCENT, ROBSWALL MALAHIDE",,5,303612.0,0,0,1,,53.4440552,-6.1326363,63,"The Crescent, Robswalls, Malahide, Co. Dublin, Ireland",2966,201603
2013-10-18,"Apartment 32, Willow Grove, Sallins",,8,109015.0,0,0,1,,53.2530377,-6.668286699999999,62,"Willow Grove, Clane Rd, Sallins, Co. Kildare, Ireland",3910,201310
2015-10-27,"3 ROSEVILLE, DOUGLAS RD, CORK CITY",,3,165000.0,0,0,1,,51.8897285,-8.4606899,62,"Roseville, Douglas Rd, Ballinlough, Cork, Ireland",492,201510
2018-12-21,"BALLYVOGHAN, ARDAGH, LIMERICK",,12,330000.0,0,0,1,,52.5135763,-9.079950799999999,58,"Ballyvoghan, The Cross, Co. Limerick, Ireland",909,201812
2015-10-04,"20A THE BAWN, MALAHIDE, THE BAWN",,5,518000.0,0,0,1,,53.4428407,-6.1526193,64,"20A The Bawn, Malahide, Co. Dublin, K36 CX43, Ireland",6948,201510
2021-11-19,"BOHERNORE, KNOCKLONG, LIMERICK",,12,273500.0,0,0,1,,52.43413,-8.41466,57,"Knocklong East, Bohernore, Co. Limerick, Ireland",3299,202111
2014-11-21,"CAPPANTYMORE, MEELICK, CO CLARE",,2,120000.0,0,0,1,,52.68366,-8.6997235,58,"Meelick, Co. Clare, Ireland",399,201411
2016-09-29,"APARTMENT 2, 2 DOMINIC STREET, LIMERICK",,12,45000.0,0,0,1,,52.66034579999999,-8.6263849,65,"Apartment 2, 2 Dominic St, Limerick, V94 X5W0, Ireland",1035,201609
2018-05-29,"4 FAN MOR COS FARRAIGE, FANMORE, KILCROHANE",,3,96916.3,0,1,0,greater than or equal to 38 sq metres and less than 125 sq metres,51.5857122,-9.7047638,63,"Cois Farraige, Co. Cork, Ireland",3484,201805
2014-02-14,"LAURELVILLE, 66 BALLYHOOLY RD, ST LUKES",,3,134000.0,0,0,1,,52.1452748,-8.3980968,57,"Ballyhooly South, Ballyhooly, Co. Cork, Ireland",6483,201402
2016-11-08,"17 BEACHSIDE GROVE, RIVERCHAPEL, GOREY",,24,110000.0,0,0,1,,52.6379873,-6.2320189,64,"17 Beachside Grove, Seamount, Riverchapel, Co. Wexford, Y25 YX60, Ireland",1648,201611
2015-06-22,"47 PARKLANDS, RATHFARNHAM, DUBLIN",Dublin 14,5,295000.0,0,0,1,,53.2987255,-6.281814199999999,62,"Parklands, Castleside Dr, Rathfarnham, Dublin 14, Ireland",367,201506
2010-07-23,"39  Springfort Meadows, Limerick Road, Nenagh",,21,193832.6,0,1,0,greater than 125 sq metres,52.8595479,-8.2159099,64,"39 Bóthar Luimnigh, Springfort Meadows, Steirím, An Taonach, Co. Contae Thiobraid Árann, E45 WF64, Ireland",2076,201007
2015-12-17,"293 NAVAN RD, DUBLIN 7, DUBLIN",Dublin 7,5,425000.0,0,0,1,,53.3686063,-6.3203583,64,"293 Navan Rd, Ashtown, Dublin 7, D07 Y5X4, Ireland",5256,201512
