DateofSale,Address,County,Price,NotFullMarketPrice,VATExclusive,DescriptionofProperty,formatted_address
2021-7-10,"14 WILLINGTON GROVE, TEMPLEOGUE, DUBLIN 6W",Dublin,577000,No,No,Second-Hand Dwelling house /Apartment,"6w, 14 Willington Grove, Templeogue, Dublin 6W, Co. Dublin, D6W W621, Ireland"
2014-3-10,"30 ATLANTIC COAST, STRAND RD, TRAMORE",Waterford,30000,No,No,Second-Hand Dwelling house /Apartment,"Atlantic Coast, Strand Rd, Tramore Intake, Tramore, Co. Waterford, Ireland"
2018-5-23,"188 Collins Avenue, Beaumont",Dublin,537448.05,No,Yes,New Dwelling house /Apartment,"188 Collins Ave, Beaumont, Dublin 9, D09 YP82, Ireland"
2021-9-2,"100 GLENFINN ST, BALLYBOFEY, DONEGAL",Donegal,25000,No,No,Second-Hand Dwelling house /Apartment,"100 Glenfin St, Ballybofey, Co. Donegal, F93 Y6K8, Ireland"
2018-6-21,"13 OAK GLADE HALL, NAAS, KILDARE",Kildare,190000,No,No,Second-Hand Dwelling house /Apartment,"13 Blessington Rd, Oak Glade, Tipper West, Naas, Co. Kildare, W91 VAP2, Ireland"
2011-5-9,"17 Marian Road, Rathfarnham, Dublin 14",Dublin,325000,No,No,Second-Hand Dwelling house /Apartment,"17 Marian Rd, Rathfarnham, Dublin 14, D14 NX84, Ireland"
2017-10-20,"401 WINDMILL STREET, LIMERICK",Limerick,28571.43,No,No,Second-Hand Dwelling house /Apartment,"Windmill St, Limerick, Ireland"
2017-11-12,"Cussee, Scotstown",Monaghan,155000,No,Yes,New Dwelling house /Apartment,"Cussee, Co. Monaghan, Ireland"
2016-5-9,"20 FERN HILL, ATHENRY, GALWAY",Galway,184000,No,No,Second-Hand Dwelling house /Apartment,"20 Fern Hill, Caherroyn, Athenry, Co. Galway, H65 TD61, Ireland"
2018-9-21,"60 ASHTON WOOD, HERBERT RD, BRAY",Wicklow,344500,No,No,Second-Hand Dwelling house /Apartment,"60 Ashton Wood, Springfield, Bray, Co. Wicklow, Ireland"
2012-2-23,"1 Brookcourt, Naas",Kildare,108000,No,No,Second-Hand Dwelling house /Apartment,"Brook Court, Ballymore Rd, Naas East, Naas, Co. Kildare, Ireland"
2013-10-18,"'Hosty's', Glenanail, Tuam Road",Galway,130000,No,No,Second-Hand Dwelling house /Apartment,"Tuam Rd, Co. Galway, Ireland"
2020-2-24,"29 EAGLEWOOD, ROCHESTOWN AVE, DUN LAOGHAIRE",Dublin,290000,No,No,Second-Hand Dwelling house /Apartment,"Eaglewood House, Rochestown Ave, Dún Laoghaire, Co. Dublin, Ireland"
2021-2-19,"29 VENTRY RD, CABRA, DUBLIN 07",Dublin,120000,Yes,No,Second-Hand Dwelling house /Apartment,"7 Ventry Rd, Cabra West, Dublin, Ireland"
2014-11-11,"36 SYMPHONY HOUSE, ADELAIDE ROAD, DUBLIN 2",Dublin,345000,No,No,Second-Hand Dwelling house /Apartment,"39 Adelaide Rd, Saint Kevin's, Dublin 2, D02 HT63, Ireland"
2013-12-19,"Kingswood, Grange Road  Grange, Douglas",Cork,326450,No,Yes,New Dwelling house /Apartment,"Grange Rd, Cork, Ireland"
2017-10-20,"19 BROOKFIELD COURT, RICHMOND AVE SOUTH, DARTRY",Dublin,595000,No,No,Second-Hand Dwelling house /Apartment,"Richmond Ave S & Brookfield Court, Rathmines, Dublin, Ireland"
2018-8-27,"115 NEW IRELAND RD, RIALTO, DUBLIN 8",Dublin,505000,No,No,Second-Hand Dwelling house /Apartment,"115 New Ireland Rd, Rialto, Dublin, D08 V4HW, Ireland"
2017-6-23,"CLONROLLAGH, LONGFORD, CO LONGFORD",Longford,103000,No,No,Second-Hand Dwelling house /Apartment,"Cloonrallagh, Co. Longford, Ireland"
2013-7-25,"Tullaha, Broadford, Charleville",Limerick,55000,No,No,Second-Hand Dwelling house /Apartment,"Tullaha, Broadford, Co. Limerick, Ireland"
2016-11-17,"8 CLEVERAGH RD, SLIGO",Sligo,155000,No,No,Second-Hand Dwelling house /Apartment,"8 Cleveragh Rd, Cleaveragh Demesne, Sligo, F91 NYR7, Ireland"
2012-8-5,"73 Kirwan Street Cottages, Dublin 7",Dublin,129137,Yes,No,Second-Hand Dwelling house /Apartment,"73 Kirwan Street Cottages, Stoneybatter, Dublin, D07 CH94, Ireland"
2020-5-18,"26 BELLEVUE PARK, WOODBINE ROAD, BOOTERSTOWN",Dublin,565000,No,No,Second-Hand Dwelling house /Apartment,"26 Bellevue Park, Trimblestown, Blackrock, Co. Dublin, A94 E45T, Ireland"
2018-12-13,"23 Grangeabbey, Abbey Road, Monkstown",Dublin,207095.08,No,Yes,New Dwelling house /Apartment,"23 Grangeabbey, Kill of the Grange, Blackrock, Co. Dublin, A94 PX23, Ireland"
2016-9-15,"53 CAMDEN WHARF, CARROLLS QUAY, CORK",Cork,140000,No,No,Second-Hand Dwelling house /Apartment,"53 Camden Quay, Shandon, Cork, Ireland"
2014-1-27,"9 the plains, ballinagare",Roscommon,20000,No,Yes,New Dwelling house /Apartment,"Bellanagare, Co. Roscommon, Ireland"
2013-7-19,"9 Castle Close, Ashbourne",Meath,158000,No,No,Second-Hand Dwelling house /Apartment,"9 Castle Cl, Milltown, Ashbourne, Co. Meath, A84 WA27, Ireland"
2011-2-28,"5 Willow Park Crescent, Athlone",Westmeath,100000,No,No,Second-Hand Dwelling house /Apartment,"5 Willow Park, Kilmacuagh (Cooke), Athlone, Co. Westmeath, Ireland"
2021-9-7,"19 The Green, Bellingsmore, Kilmartin",Dublin,387665.2,No,Yes,New Dwelling house /Apartment,"Bellingsmore Dr, Hollywoodrath, Co. Dublin, Ireland"
2016-9-16,"2 YEW LANE, SEAFIELD RD WEST, CLONTARF DUBLIN 3",Dublin,725000,No,No,Second-Hand Dwelling house /Apartment,"Yew Lane, Seafield Rd W, Clontarf, Dublin 3, Ireland"
2014-9-7,"3 MOUNT ST JOSEPH, TINKERS HILL, LUCAN",Dublin,170000,No,No,Second-Hand Dwelling house /Apartment,
2020-7-8,"BALLINCROKIG, WHITES, CROSS",Cork,433000,No,No,Second-Hand Dwelling house /Apartment,"Ballincrokig, Co. Cork, Ireland"
2021-9-24,"33 LAUREL COURT, LAUREL LODGE, CASTLEKNOCK DUBLIN 15",Dublin,510000,No,No,Second-Hand Dwelling house /Apartment,"Laurel Lodge Rd, Blanchardstown, Dublin, Ireland"
2017-1-9,"KILTARSAGHAUN, KILLAWALLA, WESTPORT",Mayo,145000,No,No,Second-Hand Dwelling house /Apartment,"Kiltarsaghaun, Co. Mayo, Ireland"
2016-6-15,"5 ANNSBORO VIEW, RATHANGAN, CO KILDARE",Kildare,140000,No,No,Second-Hand Dwelling house /Apartment,"5 Annsboro View, Mullantine, Rathangan, Co. Kildare, R51 KF78, Ireland"
2014-4-29,"8 THE LAURELS, RATHFARNHAM VILLAGE, RATHFARNHAM",Dublin,160000,No,No,Second-Hand Dwelling house /Apartment,"8 Terenure Rd W, The Laurels, Terenure, Dublin 6W, Co. Dublin, D6W RW53, Ireland"
2020-12-21,"14 MILL WHARF, NORTH QUAY, DROGHEDA",Louth,120833,No,No,Second-Hand Dwelling house /Apartment,"Apartment 4, Mill Wharf, Constitution Hill, East Drogheda, Drogheda, Co. Louth, Ireland"
2019-7-18,"35 MUNSTER ST, DUBLIN 7, DUBLIN",Dublin,602000,No,No,Second-Hand Dwelling house /Apartment,"35 Munster St, Phibsborough, Dublin, D07 V599, Ireland"
2020-12-5,"No. 12 Watercress Park, Watergrass Hill, Co. Cork",Cork,270679.48,Yes,Yes,New Dwelling house /Apartment,"Meenane, Watergrasshill, Co. Cork, Ireland"
2021-4-16,"APT 30 BLOCK 2, THE BELFRY, ENNISKERRY RD DUBLIN 18",Dublin,241000,No,No,Second-Hand Dwelling house /Apartment,"Enniskerry Rd, Dublin, Ireland"
2016-8-12,"62 GLASLOUGH ST, MONAGHAN, MONAGHAN",Monaghan,40000,No,No,Second-Hand Dwelling house /Apartment,"62 Glaslough St, Roosky, Monaghan, H18 D277, Ireland"
2012-6-27,"NO. 35 PEBBLE DRIVE, TRAMORE",Waterford,40000,No,No,Second-Hand Dwelling house /Apartment,"35 Pebble Dr, Crobally Lower, Pebble Beach, Co. Waterford, X91 A9F4, Ireland"
2015-1-21,"57 CORABBEY COURT, MIDLETON, CO.CORK",Cork,7700,No,No,Second-Hand Dwelling house /Apartment,"57 Corabbey Ct, Midleton, Co. Cork, P25 VW84, Ireland"
2012-3-30,"Deerpark, Newtownforbes, County Longford",Longford,30000,No,No,Second-Hand Dwelling house /Apartment,"Deerpark, Battery Rd, Abbeycartron, Longford, Ireland"
2012-1-13,"13 Proby Park, Barnhill Road, Dalkey",Dublin,399000,No,No,Second-Hand Dwelling house /Apartment,"13 Proby Park, Dalkey, Co. Dublin, A96 YV83, Ireland"
2021-8-26,"APT 50    THE WATERFRONT, LEITRIM VILLAGE, LEITRIM",Leitrim,195000,No,No,Second-Hand Dwelling house /Apartment,"Leitrim, Leitrim Village, Ireland"
2016-8-30,"ROSE COTTAGE, CARROWERAGH, KILSHANNY",Clare,98000,No,No,Second-Hand Dwelling house /Apartment,"Caherlooskaun, Kilshanny, Co. Clare, Ireland"
2019-6-26,"2 CARRIGBEG, BLACKBOG RD, CARLOW",Carlow,210000,No,No,Second-Hand Dwelling house /Apartment,"Carrigbeg, Blackbog Rd, Moanacurragh, Carlow, Ireland"
2015-9-15,"DARBYSTOWN, TULLOGHER, MULLINAVAT",Kilkenny,47000,No,No,Second-Hand Dwelling house /Apartment,"Mullinavat, Co. Kilkenny, Ireland"
2019-12-20,"COULTRY, CLOGHRAN, CO. DUBLIN",Dublin,513500,No,No,Second-Hand Dwelling house /Apartment,"Cloghran, Co. Dublin, Ireland"
2021-2-24,"7 THE MALT HOUSE, STEPHEN ST, THE MALTINGS",Waterford,89500,No,No,Second-Hand Dwelling house /Apartment,
2016-7-22,"APT, 13 ROSEMOUNT RD, PHIBSBOROUGH",Dublin,370000,No,No,Second-Hand Dwelling house /Apartment,"13 Rosemount Rd, Phibsborough, Dublin, D07 Y196, Ireland"
2021-3-6,"18 Glenn Rua, Courtbrack, Blarney",Cork,246696.03,No,Yes,New Dwelling house /Apartment,"Courtbrack, Co. Cork, Ireland"
2014-9-26,"DRIMADOON, BALLA, CASTLEBAR",Mayo,48000,No,No,Second-Hand Dwelling house /Apartment,"Drimadoon House, Drumadoon, Balla, Co. Mayo, Ireland"
2014-3-9,"Leecarrow, Ballinafad",Sligo,180000,No,Yes,New Dwelling house /Apartment,"Gortalough, Ballinafad, Co. Sligo, Ireland"
2020-12-10,"5 WESTMOUNT COURT, WICKLOW, WICKLOW",Wicklow,375500,No,No,Second-Hand Dwelling house /Apartment,"5 Church Hill, Westmount Ct, Bollarney South, Wicklow, A67 KX85, Ireland"
2019-4-12,"1 CHURCHWELL CLOSE, BELMAYNE, BALGRIFFIN",Dublin,370000,No,No,Second-Hand Dwelling house /Apartment,"1 Churchwell Cl, Belmayne, Dublin, D13 XA66, Ireland"
2018-11-23,"3 LADY ABERDEEN COTTAGE, MULLINGAR, CO WESTMEATH",Westmeath,15803,Yes,No,Second-Hand Dwelling house /Apartment,"3 Lady Aberdeen Cottages, Commons, Mullingar, Co. Westmeath, N91 X6F7, Ireland"
2019-10-10,"56 BERESFORD ST, DUBLIN 7, DUBLIN",Dublin,270000,No,No,Second-Hand Dwelling house /Apartment,"56 Beresford St, Smithfield, Dublin, D07 K5W4, Ireland"
2020-11-12,"20 The Walk, Bellingsmore",Dublin,312755.33,No,Yes,New Dwelling house /Apartment,"Bellingsmore Dr, Hollywoodrath, Co. Dublin, Ireland"
2010-6-1,"58 Palmer Park, Ballyboden, Rathfarnham",Dublin,250000,No,No,Second-Hand Dwelling house /Apartment,"58 Palmer Park, Rathfarnham, Dublin, D16 HH79, Ireland"
2012-4-9,"12a Kincora Court, Clontarf, Dublin 3",Dublin,182500,No,No,Second-Hand Dwelling house /Apartment,"12a, 3 Kincora Ct, Clontarf, Dublin 3, D03 X6W4, Ireland"
2019-3-10,"18 OSBERSTOWN DRIVE, SALLINS, CO KILDARE",Kildare,315000,No,No,Second-Hand Dwelling house /Apartment,"The Sidings, 18 Osberstown Dr, Sallins, Co. Kildare, W91 KW81, Ireland"
2014-7-11,"KILMORE, BALLYJAMESDUFF, CO CAVAN",Cavan,70000,No,No,Second-Hand Dwelling house /Apartment,"Cornahilt, Ballyjamesduff, Co. Cavan, Ireland"
2011-9-6,"30 DELGANY HILLS, DELGANY",Wicklow,334801.75,No,Yes,New Dwelling house /Apartment,"30 Delgany Hills, Delgany, Greystones, Co. Wicklow, Ireland"
2012-1-13,"Apt. 50 Woodview, Mount Merrion Avenue, Blackrock",Dublin,295000,No,No,Second-Hand Dwelling house /Apartment,"50 Woodview, Blackrock, Dublin, Ireland"
2013-8-30,"26 The Bramblings, Killester, Dublin 5",Dublin,280000,No,No,Second-Hand Dwelling house /Apartment,"26 The Bramblings, Clontarf West, Dublin 5, D05 HP71, Ireland"
2014-10-22,"213 sycamore grove, edenderry",Offaly,83700.45,Yes,Yes,New Dwelling house /Apartment,"Edenderry, Co. Offaly, Ireland"
2016-2-12,"3 DERRICKBAWN COURT, BALINTEER DUBLIN 16, DUBLIN",Dublin,167000,No,No,Second-Hand Dwelling house /Apartment,"Apartment 5, Derrickbawn Court, Ballinteer Rd, Ballinteer, Dublin 16, Ireland"
2015-3-19,"RUSHEEN WEST, CLONBUR, GALWAY",Galway,120000,No,No,Second-Hand Dwelling house /Apartment,"Rusheen West, Co. Galway, Ireland"
2018-6-19,"10 ISLAND VIEW PLACE, BALLYCOTTON, CORK",Cork,70000,Yes,No,Second-Hand Dwelling house /Apartment,"10 Island View Pl, Ballycotton, Co. Cork, P25 V386, Ireland"
2018-3-28,"114 Alder House, Silverbanks, Baldoyle",Dublin,167400,No,Yes,New Dwelling house /Apartment,"Red Arches Ave, Stapolin, Dublin, Ireland"
2021-10-20,"50 Clay Farm Drive, Clay Farm, Leopardstown",Dublin,511013.22,No,Yes,New Dwelling house /Apartment,"50 Clay Farm Dr, Co. Dublin, Ireland"
2020-2-12,"18 RINGMEEN ESTATE, COBH, COUNTY CORK",Cork,90000,No,No,Second-Hand Dwelling house /Apartment,"18 Ringmeen Estate, Ballyvoloon, Cobh, Co. Cork, P24 YY40, Ireland"
2013-3-14,"Apartment 27, Ocean Point, Courtown",Wexford,81300.81,No,Yes,New Dwelling house /Apartment,"Apartment 24, Ocean Point, Seamount, Courtown, Co. Wexford, Ireland"
2012-10-5,"79 Collins Avenue East, Killester",Dublin,193000,No,No,Second-Hand Dwelling house /Apartment,"79 Collins Ave E, Clontarf West, Dublin 5, D05 N234, Ireland"
2020-9-30,"25 Clarendon Brook, Carr's Hill, Douglas",Cork,299029.29,Yes,Yes,New Dwelling house /Apartment,"Carr's Hill (President's House), Charlottesville, VA 22903, USA"
2012-1-26,"77 Copper Valley Vue, Ballinglanna, Glanmire",Cork,210000,No,No,Second-Hand Dwelling house /Apartment,"77 Copper Valley Vue, Riverstown, Glanmire, Co. Cork, T45 XP90, Ireland"
2021-11-30,"16 GREENFIELD GROVE, ASHBOURNE, MEATH",Meath,351000,No,No,Second-Hand Dwelling house /Apartment,"16 Greenfield Grove, Killegland, Ashbourne, Co. Meath, A84 KP82, Ireland"
2013-11-15,"28 WALKINSTOWN GREEN, DUBLIN 12",Dublin,150000,No,No,Second-Hand Dwelling house /Apartment,"28 Walkinstown Green, Walkinstown, Dublin 12, D12 C6V0, Ireland"
2020-11-26,"4 HOLYWELL AVE, KILCOOLE, WICKLOW",Wicklow,300000,No,No,Second-Hand Dwelling house /Apartment,"4 Holywell Ave, Ballydonarea, Co. Wicklow, Ireland"
2011-11-4,"3 Cnoc Alainn, Ballycar, Newmarket-on-Fergus",Clare,200000,No,Yes,New Dwelling house /Apartment,"3 Cnoc Alainn, Ballycar, Co. Clare, V95 F431, Ireland"
2019-3-19,"17 RIVERVALLEY GROVE, RIVERVALLEY, SWORDS",Dublin,295000,No,No,Second-Hand Dwelling house /Apartment,"17 River Valley Grove, Forestfields, Swords, Co. Dublin, K67 PX00, Ireland"
2019-2-1,"No. 3 Cul na Smear, Kilbrogan, Bandon",Cork,255000,Yes,Yes,New Dwelling house /Apartment,"Kilbrogan, Co. Cork, Ireland"
2014-7-11,"38 Belville Court, Johnstown Road, Cabinteely",Dublin,194466.96,No,No,Second-Hand Dwelling house /Apartment,"Belville Court, Johnstown Rd, Glenageary, Cabinteely, Co. Dublin, Ireland"
2015-9-15,"BISHOP STREET, TUAM, GALWAY",Galway,40000,No,No,Second-Hand Dwelling house /Apartment,"Bishop St, Tuam, Co. Galway, Ireland"
2016-6-13,"2 OLD ATHLUMNEY MANOR, OLD RD, ATHLUMNEY",Meath,315000,No,No,Second-Hand Dwelling house /Apartment,"2 Old Athlumney Manor, Athlumney, Navan, Co. Meath, C15 H56T, Ireland"
2021-2-22,"DUNBYRNE, KILMEAGUE, NAAS",Kildare,255000,No,No,Second-Hand Dwelling house /Apartment,"Dunbyrne, Cross Patrick, Co. Kildare, Ireland"
2015-7-24,"50 MARINE COURT, BUNDORAN, CO DONEGAL",Donegal,35000,No,No,Second-Hand Dwelling house /Apartment,"Marine Court, Drumacrin, Bundoran, Co. Donegal, Ireland"
2016-11-23,"149 THE SWEEPSTAKES, BALLSBRIDGE, DUBLIN 4",Dublin,285000,No,No,Second-Hand Dwelling house /Apartment,"The Sweepstakes, Ballsbridge Park, Merrion Rd, Dublin 4, Ireland"
2018-11-30,"40 THE ROWAN BOROIMHE SWORDS, DUBLIN",Dublin,280000,No,No,Second-Hand Dwelling house /Apartment,"Boroimhe, Swords, Co. Dublin, Ireland"
2014-10-31,"ERINAGH, CLONCLARA, CLARE",Clare,300000,No,No,Second-Hand Dwelling house /Apartment,"Cloonlara, Co. Clare, Ireland"
2010-7-16,"21 Arkle Square, The Chase, Leopardstown",Dublin,360000,No,No,Second-Hand Dwelling house /Apartment,"Arkle Square, Tipperstown, Dublin, Co. Dublin, Ireland"
2014-3-10,"43 ALMA ROAD, MONKSTOWN, CO DUBLIN",Dublin,2625000,No,No,Second-Hand Dwelling house /Apartment,"43 Alma Rd, Montpelier, Monkstown, Co. Dublin, A94 KV82, Ireland"
2020-1-9,"19 THE GALLOPS, KINNEGAD ROAD, TRIM",Meath,352422,No,Yes,New Dwelling house /Apartment,"Kinnegad Road, Co. Meath, Ireland"
2019-1-11,"14 Taylor Hill Green, Naul, Balbriggan",Dublin,307075,No,Yes,New Dwelling house /Apartment,"14 Taylor Hill Green, Clogheder, Balbriggan, Co. Dublin, Ireland"
2020-12-14,"2 ODALY RD, DRUMCONDRA, DUBLIN 9",Dublin,450000,No,No,Second-Hand Dwelling house /Apartment,"2 O'Daly Rd, Drumcondra, Dublin 9, D09 V0F5, Ireland"
2013-10-18,"42 Belvedere Place, Dublin 1",Dublin,220100,No,No,Second-Hand Dwelling house /Apartment,"Belvedere House, 42 Belvedere Pl, Mountjoy, Dublin, D01 Y5A2, Ireland"
2021-7-15,"16 BELMAYNE AVE, 'BELMAYNE  BALGRIFFIN', DUBLIN 13",Dublin,340000,No,No,Second-Hand Dwelling house /Apartment,"16 Belmayne Ave, Belmayne, Dublin 13, D13 CF29, Ireland"
2015-10-19,"10 Smith O Brien Avenue, Kileely",Limerick,48000,No,No,Second-Hand Dwelling house /Apartment,"10 Smith O'Brien Ave, Kileely, Limerick, V94 EK8H, Ireland"
2018-9-8,"APT 1, 45 WILLIAM STREET, LIMERICK",Limerick,56200,No,No,Second-Hand Dwelling house /Apartment,"Apartment 1, 45 William St, Limerick, Co. Limerick, V94 V573, Ireland"
2021-4-2,"38 HAMPTON WOOD DR, ST MARGARETS, FINGLAS DUBLIN 11",Dublin,261000,No,No,Second-Hand Dwelling house /Apartment,"38 Hampton Wood Dr, Ballymun - Finglas, Dublin, Ireland"
2012-2-4,"43 Laburnum Drive, model farm road, cork",Cork,255000,No,No,Second-Hand Dwelling house /Apartment,"Sonas, 43 Laburnum Dr, Model Farm Rd, Glasheen, Cork, T12 FD7Y, Ireland"
2019-9-18,"43 THE MILLRACE, BURRIN RD, CARLOW",Carlow,160000,No,No,Second-Hand Dwelling house /Apartment,"43 The Millrace, Burrin Rd, Moanacurragh, Carlow, R93 K5T1, Ireland"
2021-10-6,"1 ST MARYS PARK, RATHKEALE, LIMERICK",Limerick,90000,No,No,Second-Hand Dwelling house /Apartment,"1 St Mary's Park, Rathkeale, Co. Limerick, V94 D37D, Ireland"
2011-12-22,"58 gleanntan, golf links road, castletroy",Limerick,181000,No,No,Second-Hand Dwelling house /Apartment,"Golf Links Rd, Co. Limerick, Ireland"
2021-11-25,"41 OAKWOOD, GOREY, WEXFORD",Wexford,192500,No,No,Second-Hand Dwelling house /Apartment,"Gorey corporation lands, Gorey, Co. Wexford, Ireland"
2017-5-16,"331 HOWTH RD, DUBLIN 5, DUBLIN",Dublin,585000,No,No,Second-Hand Dwelling house /Apartment,"331 Howth Rd, Clontarf East, Dublin 5, D05 A303, Ireland"
2020-12-21,"ROADMAIN, GARRISTOWN, MEATH",Meath,140000,Yes,No,Second-Hand Dwelling house /Apartment,"Roadmain, The Green, Co. Meath, Ireland"
2016-10-24,"6 CASTLEFIELD, KILKEE, CLARE",Clare,215000,No,No,Second-Hand Dwelling house /Apartment,"Castle Field, Kilkee Upper, Co. Clare, Ireland"
2017-10-11,"2 MARYLAND, BEECHFIELD MANOR, SHANKILL",Dublin,288000,No,No,Second-Hand Dwelling house /Apartment,"Beechfield Manor, Shanganagh, Dublin, Ireland"
2020-5-10,"DROUMREE, MACROOM, CORK",Cork,290000,No,No,Second-Hand Dwelling house /Apartment,"Dromree, Co. Cork, Ireland"
2019-3-4,"18 THE GROVE, MOUNTHAWK, TRALEE",Kerry,285000,No,No,Second-Hand Dwelling house /Apartment,"18 The Grove, Mounthawk, Tralee, Co. Kerry, V92 EP49, Ireland"
2013-12-19,"BALLYKEROGUE, STRADBALLY, WATERFORD",Waterford,20000,No,No,Second-Hand Dwelling house /Apartment,"Stradbally More, Stradbally, Co. Waterford, Ireland"
2015-12-5,"PARK, TUAM RD, ATHENRY",Galway,235000,No,No,Second-Hand Dwelling house /Apartment,"Tuam Rd, Athenry, Co. Galway, Ireland"
2020-3-24,"19 WOODLANDS DR, ARKLOW, WICKLOW",Wicklow,230000,No,No,Second-Hand Dwelling house /Apartment,"19 Woodlands Dr, Lamberton, Arklow, Co. Wicklow, Y14 YK11, Ireland"
2014-8-21,"43 MCNAMARA PARK, ENNIS, CLARE",Clare,65000,Yes,No,Second-Hand Dwelling house /Apartment,"43 Macnamara Park, Clonroad Beg, Ennis, Co. Clare, V95 YHC2, Ireland"
2016-10-19,"ANNAGH, BALLYKEERAN, ATHLONE",Westmeath,252000,No,No,Second-Hand Dwelling house /Apartment,"Athlone, Co. Westmeath, Ireland"
2019-3-19,"4 PARKLANDS LODGE, OLD RAILPARK, MAYNOOTH",Kildare,250000,No,No,Second-Hand Dwelling house /Apartment,"4 Parklands Lodge, Old Railpark, Maynooth, Co. Kildare, W23 V0D8, Ireland"
2012-10-15,"7 Thornbrook, Tipper Road, Naas",Kildare,437500,No,No,Second-Hand Dwelling house /Apartment,"7 Thornbrook, Tipper West, Naas, Co. Kildare, W91 FW1C, Ireland"
2010-12-17,"20 Edenmore Cresent, Raheny, Dublin 5",Dublin,210000,No,No,Second-Hand Dwelling house /Apartment,"20 Edenmore Cres, Donaghmede, Dublin 5, D05 FH75, Ireland"
2013-8-20,"59 VICTORIA PLACE, CASTLEBAR",Mayo,90000,No,No,Second-Hand Dwelling house /Apartment,"59 Victoria Pl, Garryduff, Castlebar, Co. Mayo, F23 P710, Ireland"
2016-9-28,"39 ALEXANDRA WALK, ABBEYLANDS, CLANE KILDARE",Kildare,240000,No,No,Second-Hand Dwelling house /Apartment,"39 Alexandra Walk, Abbeyland, Clane, Co. Kildare, W91 WV82, Ireland"
2018-11-30,"245 TI DHOMHNAILL, GLEANN NA RI, MURROUGH AVE",Galway,152000,No,No,Second-Hand Dwelling house /Apartment,"Apartment 233, Tí Dhomhnaill, Gleann na Rí, Murrough, Galway, Ireland"
2018-12-12,"16 ARDOVAN HALL, HAZELBROOK SQUARE, CHURCHTOWN",Dublin,330963.7,No,No,Second-Hand Dwelling house /Apartment,"Hazelbrook Square, Whitehall Rd, Whitehall, Dublin 14, Ireland"
2014-12-22,"45 WESTGATE PARK, WEXFORD, CO WEXFORD",Wexford,64120,No,No,Second-Hand Dwelling house /Apartment,"45 Westgate Park, Townparks, Wexford, Y35 P6Y6, Ireland"
2021-9-17,"24 PARNELL RD, BRAY, WICKLOW",Wicklow,655000,No,No,Second-Hand Dwelling house /Apartment,"24 Parnell Rd, Bray Commons, Bray, Co. Wicklow, A98 C995, Ireland"
2016-4-11,"61 College Lawn, College Manor, Carrignafoy",Cork,195000,No,Yes,New Dwelling house /Apartment,"61 College Lawn, Carrignafoy, Cobh, Co. Cork, P24 AY18, Ireland"
2017-7-9,"17 CNOC NA GAOITHE, LANESBORO, CO LONGFORD",Longford,65000,No,No,Second-Hand Dwelling house /Apartment,"17 Cnoc Na Gaoithe, Gorteengar, Lanesborough, Co. Longford, N39 RX96, Ireland"
2021-8-10,"41 SEVEN OAKS, SARSFIELD RD, DUBLIN 10",Dublin,113371.39,Yes,No,Second-Hand Dwelling house /Apartment,"Seven Oaks, Sarsfield Rd, Kilmainham, Dublin 10, Ireland"
2020-11-30,"4 CUCHULLAIN TERRACE, CASTLETOWN RD, DUNDALK",Louth,152000,No,No,Second-Hand Dwelling house /Apartment,"Cuchullain Terrace, Castletown Rd, Townparks, Dundalk, Co. Louth, Ireland"
2019-7-26,"TANGLEWOOD, ROCHESTOWN RD, CORK",Cork,850000,No,No,Second-Hand Dwelling house /Apartment,"Tanglewood, Rochestown Rd, Delford Dr, Maryborough, Cork, Ireland"
2014-6-25,"Apartment 227 Bushy Park House, Templeogue Road, Terenure",Dublin,197004,No,No,Second-Hand Dwelling house /Apartment,"Bushy Park House & Templeogue Rd, Templeogue Village, Dublin, Ireland"
2018-10-24,"5 OWENMORE COURT, COLLOONEY",Sligo,47928.57,No,Yes,New Dwelling house /Apartment,"5 Owenmore Ct, Collooney, Co. Sligo, F91 P8F7, Ireland"
2021-9-30,"53 POOLBUOY QUAY, NAVAN, MEATH",Meath,126000,No,No,Second-Hand Dwelling house /Apartment,"4, Poolboy Quay Apartments, Flower Hill, Dillonsland, Navan, Co. Meath, Ireland"
2015-6-3,"54 MOUNTTOWN RD LOWER, DUN LAOGHAIRE, DUBLIN",Dublin,490000,No,No,Second-Hand Dwelling house /Apartment,"54 Mounttown Road Upper, Monkstown, Dublin, Ireland"
2013-10-7,"4 Balladine Heights, Abbeyleix",Laois,42500,No,No,Second-Hand Dwelling house /Apartment,"4 Balladine Heights, Knocknamoe, Abbeyleix, Co. Laois, R32 N7P9, Ireland"
2017-8-12,"16 Ballygossan Park, Golf Links Road, Skerries",Dublin,325991.18,No,Yes,New Dwelling house /Apartment,"Ballygossan Park, Golf Links Rd, Holmpatrick, Skerries, Co. Dublin, K34 P048, Ireland"
2011-12-20,"69 Johnswood Drive, Ashbourne",Meath,191000,No,No,Second-Hand Dwelling house /Apartment,"69 Johnswood Dr, Killegland, Ashbourne, Co. Meath, A84 AT18, Ireland"
2019-9-24,"72 THE CASINO, MALAHIDE, DUBLIN",Dublin,361233,No,Yes,New Dwelling house /Apartment,"The Casino, Malahide, Co. Dublin, Ireland"
