Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
18/02/2015,"ROSEBANK STONESFORD, TAGOAT, ROSSLARE HARBOUR",,Wexford,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/09/2013,"158 The Oaks, Newbridge",,Kildare,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/09/2013,"2 Saggart Lodge Court, Saggart",,Dublin,"€301,321.58",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
28/04/2017,"20 KINGSMILLS COURT, BOLTON ST, DUBLIN 7",Dublin 1,Dublin,"€163,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/10/2021,"CLONMINES, WELLINGTONBRIDGE, CO. WEXFORD",,Wexford,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/10/2016,"8 PAKENHAM, SLOPERTON, MONKSTOWN",,Dublin,"€327,500.00",No,No,Second-Hand Dwelling house /Apartment,
27/04/2018,"No 4 Grange Hall, Cooksland, Dunshaughlin",,Meath,"€232,785.71",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
05/08/2014,"9 BLACKBERRY RISE, PORTMARNOCK, DUBLIN",Dublin 13,Dublin,"€520,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2018,"50 LONGVIEW AVENUE, MILLERS GLEN, SWORDS",,Dublin,"€277,533.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
30/05/2013,"52 Steeplechase Hill, Ratoath, Co Meath",,Meath,"€127,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/07/2017,"73 BRAMBLE LANE, THE HAWTHORNS, ENNIS",,Clare,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/01/2016,"5 Thornville Road, Kilbarrack",Dublin 5,Dublin,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/09/2019,"10 LINTOWN PLACE, LINTOWN HALL, JOHNSWELL RD",,Kilkenny,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/11/2016,"18 Parkside Avenue, Balgriffin, Dublin 13",Dublin 13,Dublin,"€281,938.32",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
25/03/2014,"21 LOWER POULADUFF RD, CORK, CORK",,Cork,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/02/2015,"30 Edgeworth Court, Longwood",,Meath,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/04/2016,"GRAND VIEW, FENNELLS BAY, MYRTLEVILLE",,Cork,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/03/2017,"37 Cul na Griene, Kilrane",,Wexford,"€145,374.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
16/07/2018,"BARRACK HILL, BALLYCOTTON, COUNTY CORK",,Cork,"€72,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/08/2012,"20 The Park, Beaumont Woods, Beaumont  Dublin 9",,Dublin,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/10/2017,"DROMBOY SOUTH, CARRIGNAVAR, CO CORK",,Cork,"€30,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
23/10/2016,"PROSPECT LODGE, BALLYANNE, NEW ROSS",,Wexford,"€380,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/10/2012,"75 Woodhaven, Kilrush Road, Ennis",,Clare,"€132,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/06/2015,"8 Lyre House, Tyrone Court, Thomas Davis Street West",Dublin 8,Dublin,"€157,709.00",No,No,Second-Hand Dwelling house /Apartment,
10/11/2017,"82 ERRIS SQ, BLANCHARDSTOWN, DUBLIN 15",Dublin 15,Dublin,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2019,"72 THE WATER RILL, WATRR SIDE SWORDS, MALAHIDE",,Dublin,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/05/2010,"107 the old mill, ratoath",,Meath,"€600,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/10/2016,"106 CONNOLLY PARK, TRALEE, CO KERRY",,Kerry,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/08/2019,"18 BELLEVUE CRESCENT, GRANGE RD, FRANKFIELD",,Cork,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/07/2019,"11 The Mews, Heathfield, Carriganarra",,Cork,"€311,400.00",No,Yes,New Dwelling house /Apartment,
09/10/2015,"APT. 6, 48 - 50 JAMES'S ST, DUBLIN 8",Dublin 8,Dublin,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/01/2019,"49 ELGIN HEIGHTS, KILLARNEY RD, BRAY",,Wicklow,"€375,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/12/2017,"8 RIVER VIEW, BEACH RD, PASSAGE WEST",,Cork,"€206,250.00",No,No,Second-Hand Dwelling house /Apartment,
19/10/2012,"40 Kilmurray Cottages, Kilmacanogue",,Wicklow,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/04/2016,"APT 404 COBES8, BEACON SOUTH QUARTER, SANDYFORD DUBLIN 18",Dublin 18,Dublin,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2012,"51 Bridgetown Close, Castlemartyr",,Cork,"€116,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/07/2020,"1 CHERRYFIELD DR, WALKINSTOWN, DUBLIN 12",Dublin 12,Dublin,"€410,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/08/2014,"CASTLELAMBERT, ATHENRY, GALWAY",,Galway,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/01/2018,"434 CARNLOUGH ROAD, CABRA WEST, DUBLIN 7",,Dublin,"€230,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
18/05/2011,"34 NETOWN GLEN, TRAMORE, CO. WATERFORD",,Waterford,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/03/2016,"285 SWORDS RD, SANTRY, DUBLIN 9",Dublin 9,Dublin,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2010,"2 Glasnevin Woods, Ballyboggan Road, Dublin 11",Dublin 11,Dublin,"€297,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/07/2016,"FISHERTOWN, TERMONBARRY, LONGFORD",,Longford,"€52,500.00",No,No,Second-Hand Dwelling house /Apartment,
20/08/2012,"49 The Court, Dunboyne Castle, Dunboyne",,Meath,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/11/2015,"33 EVERGREEN WAY, WHITEBROOK, WEXFORD",,Wexford,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/01/2022,"17 Somerton Drive, Somerton, Newcastle Road",,Dublin,"€330,396.47",No,Yes,New Dwelling house /Apartment,
22/04/2021,"Killult, Falcarragh",,Donegal,"€90,000.00",No,Yes,New Dwelling house /Apartment,
02/03/2021,"27 SKIBEREEN RETIREMENT V, BALTIMORE ROAD, SKINEREEN",,Cork,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/11/2018,"SARNEY, BALLYMURPHY, DUNSHAUGHLIN",,Meath,"€352,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/04/2018,"10 LORETO AVENUE, KILKENNY",,Kilkenny,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/07/2018,"25A VILLA PARK AVENUE, NAVAN ROAD, DUBLIN 7",Dublin 7,Dublin,"€390,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/09/2020,"93 CHERRY AVE, RIVER VALLEY, SWORDS",,Dublin,"€295,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
07/02/2011,"No. 3 Windmill Cottages, Termonfeckin",,Louth,"€200,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
29/09/2015,"KILCOURSEY, CLARA, OFFALY",,Offaly,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/10/2017,"29 KENILWORTH PARK, HAROLDS CROSS, DUBLIN 6",,Dublin,"€650,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/09/2019,"CHANCELLORSLAND, EMILY, COUNTY TIPPERARY",,Tipperary,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2014,"ROSSLARE, DUBLIN ROAD, MULLINGAR",,Westmeath,"€251,899.00",No,No,Second-Hand Dwelling house /Apartment,
01/04/2020,"APT 10, WATERSIDE CLOSE, 90 GLASLOUGH ST",,Monaghan,"€46,428.00",No,No,Second-Hand Dwelling house /Apartment,
17/06/2016,"25 TOWN HOUSE SHANNON WEIR, THE DOCKS, ATHLONE",,Westmeath,"€69,900.00",No,No,Second-Hand Dwelling house /Apartment,
13/12/2019,"9 SEAGRAVE TERRACE BLOCK 7 CITYGATE, ST MARGARET'S ROAD, MEAKSTOWN",Dublin 15,Dublin,"€305,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/06/2018,"MONEYLAGAN, LONGFORD",,Longford,"€148,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/09/2018,"BALLINDILLANIG, CHURCHTOWN, MALLOW",,Cork,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/10/2020,"10 THE ORCHARD, BEAUFORT, KILLARNEY",,Kerry,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/02/2019,"APT 200, THE HARDWICKE, CHURCH ST DUBLIN 7",Dublin 7,Dublin,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/01/2010,"4 Deravarra House, Delvin Road, Mullingar",,Westmeath,"€91,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/12/2017,"37 LAURELWOOD, KILCULLEN, KILDARE",,Kildare,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2016,"14 lAKELAND CLOSE, SWELLAN, CAVAN",,Cavan,"€109,251.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
18/11/2020,"16 LANDSDOWNE VILLAGE, KENMARE, KERRY",,Kerry,"€217,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/09/2017,"25 SHANOWEN DR, SANTRY, DUBLIN 9",Dublin 9,Dublin,"€435,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/09/2020,"7 KINSEALY MANOR, CHAPEL ROAD, KINSEALY",,Dublin,"€387,665.20",No,Yes,New Dwelling house /Apartment,
28/07/2017,"37 RIDGEWOOD CLOSE, FORREST RD, SWORDS",,Dublin,"€268,500.00",No,No,Second-Hand Dwelling house /Apartment,
30/03/2012,"1 Parkside, Wexford",,Wexford,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/09/2017,"20 BROOKHURST, COLLINS AVE, DUNMORE RD",,Waterford,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/06/2019,"BANRACH, BAILE NA H ABHANN, GALWAY",,Galway,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/12/2018,"6 Rye Water, Millerstown, Maynooth Road",,Meath,"€344,999.00",No,Yes,New Dwelling house /Apartment,
30/08/2017,"68 SILVERBROOK, MILL RD, CORBALLY",,Limerick,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2014,"1 UPPER GLEN RICHMOND, SALLYBROOK GLANMIRE, CORK",,Cork,"€480,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/03/2018,"20 CHURCHFIELDS, THE K CLUB, STRAFFAN",,Kildare,"€1,305,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/11/2015,"44 Glenkeen Park, Fairgreen, Portlaoise",,Laois,"€130,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
18/02/2019,"15 COLLEGE PARK WAY, DUNDRUM, DUBLIN 16",Dublin 16,Dublin,"€537,500.00",No,No,Second-Hand Dwelling house /Apartment,
15/06/2018,"5 deans wood, borris in ossory",,Laois,"€9,285.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
04/05/2012,"142, Collinswood, Collins Avenue",,Dublin,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/09/2018,"18 BLACKWATER HEIGHTS, NAVAN, MEATH",,Meath,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/03/2014,"18 EYRE ST, NEWBRIDGE, KILDARE",,Kildare,"€35,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
15/11/2016,"APT 34, THE BARLEY HOUSE, CORK ST",Dublin 8,Dublin,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/11/2016,"20 MILL BROOK MANOR, PORTARLINGTON, LAOIS",,Laois,"€151,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/10/2016,"8 The Place, Hazelbrook Square, Whitehall Road",Dublin 14,Dublin,"€453,744.49",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
24/03/2010,"132 Lindsay Road, Glasnevin",Dublin 9,Dublin,"€585,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/07/2021,"8 SEANCHAI HOLIDAY HOMES, DUNGARVAN, CO. WATERFORD",,Waterford,"€161,500.00",No,No,Second-Hand Dwelling house /Apartment,
05/04/2019,"33 LAUREL DRIVE, ESKER HILLS, PORTLAOISE",,Laois,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/07/2010,"Bellanmore, Fintown",,Donegal,"€90,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
31/05/2019,"12 AILESBURY COURT, AILESBURY RD, BALLSBRIDGE DUBLIN 4",Dublin 4,Dublin,"€500,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/03/2017,"123 WEST AVENUE, PARK GATE, FRANKFIELD",,Cork,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/09/2020,"31 ARD RUA, CLAREMORRIS, COUNTY MAYO",,Mayo,"€142,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/11/2017,"HIGGINSTOWN, HODGESTOWN, KILLUCAN",,Westmeath,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/07/2013,"1 Meadow Dale, Hartstown",Dublin 15,Dublin,"€50,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
27/10/2016,"81 BOHERMORE, GALWAY",,Galway,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/10/2017,"48 Drummond Radharic, Dundalk Road, Carrickmacross",,Monaghan,"€170,220.00",Yes,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
18/12/2012,"No. 1 Sruth An Iuir, Oram, Castleblayney",,Monaghan,"€179,500.00",Yes,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
02/06/2015,"BANTRY RD, DRIMOLEAGUE, CORK",,Cork,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2010,"St. Anthonys, Strand Road, Rosslare Strand",,Wexford,"€450,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/06/2021,"10 Blackmillers Hill, Rathbride Road, Kildare",,Kildare,"€263,436.12",No,Yes,New Dwelling house /Apartment,
16/05/2013,"BALLON HILL, BALLON, CARLOW",,Carlow,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/07/2019,"DUN ESQUE REDGAP, RATHCOOLE, DUBLIN",Dublin 24,Dublin,"€600,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/02/2017,"2 Barnwell Gate, Hansfield, Barnwell",,Dublin,"€263,876.65",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
23/06/2021,"118 BREMORE CASTLE, HAMLET LANE, BALBRIGGAN",,Dublin,"€219,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/04/2021,"7 THE MAPLES, BRIDGEMOUNT, CARRIGALINE",,Cork,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2018,"45 THE WATERFRONT, LYNCHS QUAY, COBH",,Cork,"€139,500.00",No,No,Second-Hand Dwelling house /Apartment,
20/06/2018,"16 BELLAMOUNT VIEW, COOTEHILL, CAVAN",,Cavan,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/02/2016,"MOUNTPLEASANT AVENUE, BALLINASLOE, CO GALWAY",,Galway,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/02/2021,"ARDERAWINNY, SCHULL, CORK",,Cork,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/08/2017,"19 OAKFIELDS, SHANNON, CLARE",,Clare,"€120,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
09/03/2018,"25 BAYVIEW DR, WEXFORD, WEXFORD",,Wexford,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/08/2019,"15 WOODLAWN COURT, COOLOCK LANE, SANTRY DUBLIN 9",Dublin 17,Dublin,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/06/2010,"15 An Glasan, Greenville Lane, Enniscorthy",,Wexford,"€147,477.53",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/12/2018,"2 NEWTOWN HALL, HAZELBROOK SQUARE, CHURCHTOWN",Dublin 14,Dublin,"€244,072.06",No,No,Second-Hand Dwelling house /Apartment,
05/04/2013,"166 Cypress Court, Ballybrack, Dublin",,Dublin,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/03/2013,"18 Marlay House, Taylor's Hll, College Road   Rathfarnham",Dublin 16,Dublin,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/02/2018,"3 KINVARA AVENUE, BALLYVOLANE, CORK",,Cork,"€255,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
30/04/2018,"13 GLASHEEN, DRUMLISH, LONGFORD",,Longford,"€199,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/07/2010,"Gortnara, Claremorris",,Mayo,"€203,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/06/2018,"49 HIGHWOOD PARK, COLLOONEY",,Sligo,"€105,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
09/06/2021,"64 AN TSEAN DUN, ROSLEVAN, ENNIS",,Clare,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/06/2016,"21 SOUTH VIEW, BALLINLOUGH ROAD, CORK",,Cork,"€167,500.00",No,No,Second-Hand Dwelling house /Apartment,
16/12/2014,"75 AVONMORE RD, RAHEEN, LIMERICK",,Limerick,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/03/2015,"75 Ivy Exchange, Parnell Street",Dublin 1,Dublin,"€77,777.77",No,No,Second-Hand Dwelling house /Apartment,
11/09/2017,"KINGS HOUSE, ATHGARVAN, NEWBRIDGE",,Kildare,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/08/2019,"27 THOMOND ROAD, BALLYFERMOT, DUBLIN 10",,Dublin,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/07/2019,"3 BISHOPS AV THE STEEPLES, DUALLA RD, CASHEL",,Tipperary,"€150,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
20/06/2019,"LOUGHGEAR BEG, MULLINGAR, CO WESTMEATH",,Westmeath,"€160,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
29/07/2015,"9 FLEMINGSTOWN PARK, CHURCHTOWN, DUBLIN 14",Dublin 14,Dublin,"€820,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/02/2011,"Clearwater, Sea Road, Kilcoole",,Wicklow,"€435,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/07/2014,"KNOCKAVARDAGH, KILLENAULE, THURLES",,Tipperary,"€62,500.00",No,No,Second-Hand Dwelling house /Apartment,
17/04/2013,"58 Rockwell, Killala Road, Ballina",,Mayo,"€151,250.00",No,No,Second-Hand Dwelling house /Apartment,
06/04/2016,"49 BISHOP ROGAN PK, KILCULLEN, KILDARE",,Kildare,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/12/2018,"10 ROS NA GREINE, ARDFINNAN, CLONMEL",,Tipperary,"€132,158.58",No,Yes,New Dwelling house /Apartment,
18/07/2014,"45 ALDERWOOD, DOUGLAS RD SOUTH, CORK",,Cork,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/06/2013,"12 meadow view, castleheights, carrigaline",,Cork,"€236,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/01/2021,"22 BUTTS GREEN, KILKENNY",,Kilkenny,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/10/2016,"23 TRADAREE COURT, SHANNON, CLARE",,Clare,"€89,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2013,"30 ST JOHNS DR, GREENPARK, CLONDALKIN DUBLIN 22",,Dublin,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/11/2018,"WILLOWBANK, MONGORRY RD, RAPHOE",,Donegal,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/03/2016,"631 Brookfield Hall, Castletroy, Limerick",,Limerick,"€41,694.44",No,No,Second-Hand Dwelling house /Apartment,
03/10/2013,"barnabrow, 10 Maryborough Ave, Douglas",,Cork,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/02/2018,"25 EVERGREEN WAY, WHITEBROOK, PEMBROKESTOWN",,Wexford,"€177,500.00",Yes,No,Second-Hand Dwelling house /Apartment,
28/11/2013,"30 ROSEDALE CRESCENT, CLONEE, DUBLIN 15",,Dublin,"€112,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/07/2018,"1 MEADOW GROVE, MALLOW, CORK",,Cork,"€241,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/11/2021,"129 CASTLE FARM, SHANKILL, DUBLIN 18",Dublin 18,Dublin,"€420,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/05/2017,"31SCARBH LEATHAN, GREENANE, KANTURK",,Cork,"€139,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
31/05/2019,"APT 18, SOUTHPOINT, MAIN ST",,Wicklow,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2017,"MAUMEEN, LETTER MORE, GALWAY",,Galway,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/12/2018,"47 RUSHALL, MOUNTRATH, CO LAOIS",,Laois,"€72,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2014,"32 MEADOWBROOK AVE, MAYNOOTH, KILDARE",,Kildare,"€125,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
05/10/2015,"32 BROADFIELD VIEW, NAAS, KILDARE",,Kildare,"€491,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/09/2021,"124 Clonlara, Kerry Pike, Cork",,Cork,"€466,960.00",No,Yes,New Dwelling house /Apartment,
02/12/2020,"15 THE NURSERIES, FOREST RD, SWORDS",,Dublin,"€366,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/03/2020,"CLONFOWER, LANESBORO, LONGFORD",,Longford,"€72,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/03/2012,"'Rosario', Station Road, Blarney",,Cork,"€73,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/03/2010,"84 Oak Glade, Blessington Road, Naas",,Kildare,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/11/2016,"164 THE VALLEY, PETTISWOOD MANOR, MULLINGAR",,Westmeath,"€176,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/01/2018,"11 RAHILLION DRIVE, DONABATE",,Dublin,"€383,259.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
06/01/2022,"3A THE GROVE, PEMBROKE WOODS, PASSAGE WEST",,Cork,"€232,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/12/2021,"41 MARIAN SQUARE, CLARA, CO OFFALY",,Offaly,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/07/2019,"26 THE ELMS, WENTWORTH GARDENS, WILTON",,Cork,"€168,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/07/2014,"BALLKILLDUFF, TOBINSTOWN, TULLOW",,Carlow,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/10/2021,"APARTMENT 9, CHAPEL HILL, CHAPELIZOD",,Dublin,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/05/2015,"7 SANDBROOK, SARSFIELD RD, BISHOPSTOWN",,Cork,"€122,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/07/2014,"2 Ros Mor, Rosslare Harbour",,Wexford,"€87,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/04/2010,"Finnabanes, Barnesmore",,Donegal,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/04/2020,"CURBANE, ELPHIN, ROSCOMMON",,Roscommon,"€34,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/04/2011,"127 Seabury Lawns, Mornington, Co. Meath",,Meath,"€185,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
06/06/2014,"12 Platten Road, Drogheda",,Louth,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/04/2017,"126 AVONDALE RD, KILLINEY, DUBLIN",,Dublin,"€765,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/12/2016,"KILMACOMMA, CLONMEL, CO TIPPERARY",,Tipperary,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/02/2020,"55 CHARLOTTE GROVE, GOREY, WEXFORD",,Wexford,"€192,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/08/2016,"SAINT MARTINS, ROSSES POINT, COUNTY SLIGO",,Sligo,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/07/2014,"CURRAGH, ARDMORE, WATERFORD",,Waterford,"€475,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/12/2015,"21 CAISLEAN NA HABHANN, CASTLETROY, LIMERICK",,Limerick,"€111,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/07/2016,"APT 2, GRAND PARADE HOUSE, 26 GRAND PARADE",,Cork,"€101,667.00",No,No,Second-Hand Dwelling house /Apartment,
05/04/2019,"24 Botanika, Cleve Hill, Blackrock",,Cork,"€572,686.00",No,Yes,New Dwelling house /Apartment,
28/11/2017,"25 CASTLEGROVE, CASTLEBAR, MAYO",,Mayo,"€91,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/06/2016,"23 DUNDANION RD, BEAUMONT, CORK",,Cork,"€460,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/10/2019,"27 WOODLAND DR, COLLEGE WOOD, MALLOW",,Cork,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/10/2021,"52 ST MACARTANS VILLAS, CARRICKMACROSS, MONAGHAN",,Monaghan,"€30,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
19/09/2012,"20 BIRCHGROVE, BALLINTEMPLE",,Cork,"€158,500.00",No,No,Second-Hand Dwelling house /Apartment,
07/12/2017,"3 Radharc ba Bhoirne, Barefield",,Clare,"€303,964.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
21/12/2017,"ST MARTHAS, GORTNACLOGH, BALLINHASSIG",,Cork,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/08/2019,"KILMESSAN HOUSE, KILMESSAN, CO MEATH",,Meath,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/10/2020,"SUAIMHNEAS, BALLYCOMCLONE, GOREY",,Wexford,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
